"LOB","Claim_Number","Claimant_Sequence","Party_Update","Coverage_Code_Detail","Claim_Type","ref_claim_number"
CA,2812489,1,"1st Party",Comp ,APD,"2812489-1"
CA,2812536,1,"1st Party",Coll,APD,"2812536-1"
CA,2812536,2,"3rd Party",Prop Damage,AL,"2812536-2"
CA,2812901,1,"3rd Party",Comp ,AL,"2812901-1"
CA,2813120,1,"1st Party",Prop Damage,APD,"2813120-1"
CA,2813120,2,"3rd Party",Prop Damage,AL,"2813120-2"
CA,2813120,3,"3rd Party",Prop Damage,AL,"2813120-3"
CA,2813146,1,"1st Party",Prop Damage,APD,"2813146-1"
CA,2813280,1,"1st Party",Coll,APD,"2813280-1"
CA,2813280,2,"3rd Party",Prop Damage,AL,"2813280-2"
CA,2813280,3,"3rd Party",Prop Damage,AL,"2813280-3"
CA,2813280,4,"3rd Party",Prop Damage,AL,"2813280-4"
CA,2813331,1,"3rd Party",Coll,AL,"2813331-1"
CA,2813382,1,"3rd Party",Liability PD,AL,"2813382-1"
CA,2813382,2,"3rd Party",Prop Damage,AL,"2813382-2"
CA,2813411,1,"3rd Party",Liability PD,AL,"2813411-1"
CA,2813411,2,"3rd Party",Prop Damage,AL,"2813411-2"
CA,2813681,1,"1st Party",Prop Damage,APD,"2813681-1"
CA,2813681,2,"3rd Party",Prop Damage,AL,"2813681-2"
CA,2813688,1,"1st Party",Prop Damage,APD,"2813688-1"
CA,2813688,2,"3rd Party",Prop Damage,AL,"2813688-2"
CA,2813688,3,"3rd Party",Prop Damage,AL,"2813688-3"
CA,2813818,1,"1st Party",Prop Damage,APD,"2813818-1"
CA,2813818,2,"1st Party",Prop Damage,APD,"2813818-2"
CA,2813818,3,"3rd Party",Prop Damage,AL,"2813818-3"
CA,2813818,4,"3rd Party",Prop Damage,AL,"2813818-4"
CA,2813818,5,"3rd Party",Prop Damage,AL,"2813818-5"
CA,2813818,6,"1st Party",Single Limit Under-Insured Motorists,APD,"2813818-6"
CA,2813855,1,"1st Party",Coll,APD,"2813855-1"
CA,2813855,2,"3rd Party",Prop Damage,AL,"2813855-2"
CA,2813855,3,"3rd Party",Prop Damage,AL,"2813855-3"
CA,2814020,1,"1st Party",Coll,APD,"2814020-1"
CA,2814020,2,"3rd Party",Prop Damage,AL,"2814020-2"
CA,2814020,3,"3rd Party",Prop Damage,AL,"2814020-3"
CA,2814055,1,"3rd Party",Prop Damage,AL,"2814055-1"
CA,2814206,1,"3rd Party",Prop Damage,AL,"2814206-1"
CA,2814223,1,"1st Party",Coll,APD,"2814223-1"
CA,2814223,2,"3rd Party",Prop Damage,AL,"2814223-2"
CA,2814223,3,"3rd Party",Prop Damage,AL,"2814223-3"
CA,2814223,4,"3rd Party",Prop Damage,AL,"2814223-4"
CA,2814225,1,"1st Party",Prop Damage,APD,"2814225-1"
CA,2814225,2,"3rd Party",Prop Damage,AL,"2814225-2"
CA,2814470,1,"1st Party",Comp ,APD,"2814470-1"
CA,2814500,1,"1st Party",Coll,APD,"2814500-1"
CA,2814500,2,"3rd Party",Prop Damage,AL,"2814500-2"
CA,2814566,1,"1st Party",Prop Damage,APD,"2814566-1"
CA,2814566,2,"3rd Party",Prop Damage,AL,"2814566-2"
CA,2814911,1,"1st Party",Coll,APD,"2814911-1"
CA,2814911,2,"3rd Party",Prop Damage,AL,"2814911-2"
CA,2815019,1,"1st Party",Coll,APD,"2815019-1"
CA,2815305,1,"1st Party",Prop Damage,APD,"2815305-1"
CA,2815305,2,"3rd Party",Prop Damage,AL,"2815305-2"
CA,2815305,3,"3rd Party",Prop Damage,AL,"2815305-3"
CA,2815305,4,"3rd Party",Prop Damage,AL,"2815305-4"
CA,2815305,5,"3rd Party",Prop Damage,AL,"2815305-5"
CA,2815551,1,"1st Party",Coll,APD,"2815551-1"
CA,2815551,2,"3rd Party",Coll,AL,"2815551-2"
CA,2816160,1,"1st party",Comp ,APD,"2816160-1"
CA,2816171,1,"3rd Party",Prop Damage,AL,"2816171-1"
CA,2816171,2,"3rd Party",Prop Damage,AL,"2816171-2"
CA,2816355,1,"1st Party",Coll,APD,"2816355-1"
CA,2816355,2,"3rd Party",Prop Damage,AL,"2816355-2"
CA,2816355,3,"3rd Party",Prop Damage,AL,"2816355-3"
CA,2816479,1,"1st Party",Coll,APD,"2816479-1"
CA,2816479,2,"3rd Party",Prop Damage,AL,"2816479-2"
CA,2816664,1,"1st Party",Coll,APD,"2816664-1"
CA,2816664,2,"1st Party",Prop Damage,APD,"2816664-2"
CA,2816723,1,"1st Party",Coll,APD,"2816723-1"
CA,2816723,2,"3rd Party",Prop Damage,AL,"2816723-2"
CA,2816723,3,"3rd Party",Prop Damage,AL,"2816723-3"
CA,2816824,1,"1st Party",Prop Damage,APD,"2816824-1"
CA,2816824,2,"3rd Party",Prop Damage,AL,"2816824-2"
CA,2816859,1,"1st Party",Prop Damage,APD,"2816859-1"
CA,2816859,2,"3rd Party",Prop Damage,AL,"2816859-2"
CA,2816947,1,"1st Party",Coll,APD,"2816947-1"
CA,2816947,2,"3rd Party",Prop Damage,AL,"2816947-2"
CA,2817015,1,"1st Party",Towing/VMM/Theft,APD,"2817015-1"
CA,2817307,1,"1st Party",Coll,APD,"2817307-1"
CA,2817307,2,"3rd Party",Prop Damage,AL,"2817307-2"
CA,2817410,1,"1st Party",Prop Damage,APD,"2817410-1"
CA,2817410,2,"3rd Party",Prop Damage,AL,"2817410-2"
CA,2817410,3,"3rd Party",Prop Damage,AL,"2817410-3"
CA,2817410,4,"3rd Party",Prop Damage,AL,"2817410-4"
CA,2817410,5,"3rd Party",Prop Damage,AL,"2817410-5"
CA,2817518,1,"3rd Party",Liability PD,AL,"2817518-1"
CA,2817518,2,"3rd Party",Coll,AL,"2817518-2"
CA,2817564,1,"1st Party",Prop Damage,APD,"2817564-1"
CA,2817564,2,"3rd Party",Prop Damage,AL,"2817564-2"
CA,2817564,3,"3rd Party",Prop Damage,AL,"2817564-3"
CA,2817751,1,"1st Party",Coll,APD,"2817751-1"
CA,2817751,2,"3rd Party",Coll,AL,"2817751-2"
CA,2817787,1,"1st Party",Coll,APD,"2817787-1"
CA,2817787,2,"3rd Party",Prop Damage,AL,"2817787-2"
CA,2818130,1,"1st Party",Prop Damage,APD,"2818130-1"
CA,2818130,2,"3rd Party",Prop Damage,AL,"2818130-2"
CA,2818219,1,"1st Party",Coll,APD,"2818219-1"
CA,2818219,2,"3rd Party",Prop Damage,AL,"2818219-2"
CA,2818318,1,"1st Party",Coll,APD,"2818318-1"
CA,2818318,2,"3rd Party",Prop Damage,AL,"2818318-2"
CA,2818318,3,"3rd Party",Prop Damage,AL,"2818318-3"
CA,2818318,4,"3rd Party",Prop Damage,AL,"2818318-4"
CA,2818786,1,"1st Party",Comp ,APD,"2818786-1"
CA,2818818,1,"1st Party",Coll,APD,"2818818-1"
CA,2818818,2,"3rd Party",Prop Damage,AL,"2818818-2"
CA,2818818,3,"3rd Party",Prop Damage,AL,"2818818-3"
CA,2818825,1,"1st Party",Coll,APD,"2818825-1"
CA,2818825,2,"3rd Party",Prop Damage,AL,"2818825-2"
CA,2818850,1,"1st Party",Coll,APD,"2818850-1"
CA,2818850,2,"3rd Party",Prop Damage,AL,"2818850-2"
CA,2818887,1,"1st Party",Coll,APD,"2818887-1"
CA,2818967,1,"1st Party",Prop Damage,APD,"2818967-1"
CA,2818967,2,"3rd Party",Prop Damage,AL,"2818967-2"
CA,2819675,1,"1st Party",Prop Damage,APD,"2819675-1"
CA,2819675,2,"3rd Party",Prop Damage,AL,"2819675-2"
CA,2819775,1,"1st Party",Coll,APD,"2819775-1"
CA,2819775,2,"3rd Party",Coll,AL,"2819775-2"
CA,2820114,1,"3rd Party",Prop Damage,AL,"2820114-1"
CA,2820114,2,"3rd Party",Liability PD,AL,"2820114-2"
CA,2820114,3,"3rd Party",Prop Damage,AL,"2820114-3"
CA,2820158,1,"1st Party",Coll,APD,"2820158-1"
CA,2820158,2,"3rd Party",Coll,AL,"2820158-2"
CA,2820223,1,"1st Party",Prop Damage,APD,"2820223-1"
CA,2820223,2,"3rd Party",Prop Damage,AL,"2820223-2"
CA,2820532,1,"1st Party",Prop Damage,APD,"2820532-1"
CA,2820532,2,"3rd Party",Prop Damage,AL,"2820532-2"
CA,2820532,3,"3rd Party",Prop Damage,AL,"2820532-3"
CA,2820532,4,"3rd Party",Prop Damage,AL,"2820532-4"
CA,2820532,5,"3rd Party",Prop Damage,AL,"2820532-5"
CA,2820618,1,"1st Party",Prop Damage,APD,"2820618-1"
CA,2820618,2,"3rd Party",Prop Damage,AL,"2820618-2"
CA,2820618,3,"3rd Party",Prop Damage,AL,"2820618-3"
CA,2820896,1,"1st Party",Prop Damage,APD,"2820896-1"
CA,2820896,2,"3rd Party",Prop Damage,AL,"2820896-2"
CA,2820994,1,"3rd Party",PIP,AL,"2820994-1"
CA,2820994,2,"3rd Party",Prop Damage,AL,"2820994-2"
CA,2821011,1,"1st Party",Prop Damage,APD,"2821011-1"
CA,2821011,2,"3rd Party",Prop Damage,AL,"2821011-2"
CA,2821011,3,"3rd Party",Prop Damage,AL,"2821011-3"
CA,2821011,4,"3rd Party",Prop Damage,AL,"2821011-4"
CA,2821016,1,"3rd Party",Prop Damage,AL,"2821016-1"
CA,2821057,1,"1st Party",Coll,APD,"2821057-1"
CA,2821057,2,"3rd Party",Prop Damage,AL,"2821057-2"
CA,2821145,1,"1st Party",Coll,APD,"2821145-1"
CA,2821928,1,"3rd Party",Prop Damage,AL,"2821928-1"
CA,2821950,1,"1st Party",Comp ,APD,"2821950-1"
CA,2822046,1,"3rd Party",Property Damage to 3rd Pty vehicle,AL,"2822046-1"
CA,2822046,2,"3rd Party",Prop Damage,AL,"2822046-2"
CA,2822203,1,"3rd Party",Prop Damage,AL,"2822203-1"
CA,2822203,2,"1st Party",Coll,APD,"2822203-2"
CA,2822203,3,"3rd Party",Prop Damage,AL,"2822203-3"
CA,2822203,4,"3rd Party",Prop Damage,AL,"2822203-4"
CA,2822203,5,"3rd Party",Prop Damage,AL,"2822203-5"
CA,2822211,1,"1st Party",Prop Damage,APD,"2822211-1"
CA,2822211,2,"3rd Party",Prop Damage,AL,"2822211-2"
CA,2822296,1,"1st Party",Coll,APD,"2822296-1"
CA,2822296,2,"3rd Party",Prop Damage,AL,"2822296-2"
CA,2822448,1,"1st Party",Coll,APD,"2822448-1"
CA,2822448,2,"3rd Party",Prop Damage,AL,"2822448-2"
CA,2822448,3,"3rd Party",Prop Damage,AL,"2822448-3"
CA,2822461,1,"1st Party",Coll,APD,"2822461-1"
CA,2822461,2,"3rd Party",Prop Damage,AL,"2822461-2"
CA,2822490,1,"1st Party",Comp ,APD,"2822490-1"
CA,2822490,2,"3rd Party",Prop Damage,AL,"2822490-2"
CA,2822578,1,"1st Party",Coll,APD,"2822578-1"
CA,2822578,2,"3rd Party",Prop Damage,AL,"2822578-2"
CA,2822655,1,"1st Party",Coll,APD,"2822655-1"
CA,2822655,2,"3rd Party",Prop Damage,AL,"2822655-2"
CA,2823448,1,"1st Party",Comp ,APD,"2823448-1"
CA,2823776,1,"3rd Party",Prop Damage,AL,"2823776-1"
CA,2823842,1,"3rd Party",Prop Damage,AL,"2823842-1"
CA,2823842,2,"3rd Party",Prop Damage,AL,"2823842-2"
CA,2823848,1,"1st Party",Prop Damage,APD,"2823848-1"
CA,2823848,2,"3rd Party",Prop Damage,AL,"2823848-2"
CA,2823848,3,"3rd Party",Prop Damage,AL,"2823848-3"
CA,2824043,1,"1st Party",Coll,APD,"2824043-1"
CA,2824043,2,"3rd Party",Prop Damage,AL,"2824043-2"
CA,2824489,1,"3rd Party",Prop Damage,AL,"2824489-1"
CA,2824489,2,"1st Party",Coll,APD,"2824489-2"
CA,2824537,1,"1st Party",Coll,APD,"2824537-1"
CA,2824537,2,"3rd Party",Prop Damage,AL,"2824537-2"
CA,2824750,1,"1st Party",Comp ,APD,"2824750-1"
CA,2824819,1,"1st Party",Coll,APD,"2824819-1"
CA,2825108,1,"1st Party",Coll,APD,"2825108-1"
CA,2825306,1,"1st Party",Prop Damage,APD,"2825306-1"
CA,2825306,2,"3rd Party",Prop Damage,AL,"2825306-2"
CA,2825306,3,"1st Party",Coll,APD,"2825306-3"
CA,2825731,1,"1st Party",Coll,APD,"2825731-1"
CA,2825731,2,"3rd Party",Prop Damage,AL,"2825731-2"
CA,2825731,3,"3rd Party",Prop Damage,AL,"2825731-3"
CA,2825731,4,"3rd Party",Prop Damage,AL,"2825731-4"
CA,2826262,1,"1st Party",Coll,APD,"2826262-1"
CA,2826262,2,"3rd Party",Prop Damage,AL,"2826262-2"
CA,2826262,3,"3rd Party",Prop Damage,AL,"2826262-3"
CA,2826385,1,"1st Party",Coll,APD,"2826385-1"
CA,2826385,2,"3rd Party",Prop Damage,AL,"2826385-2"
CA,2826385,3,"3rd Party",Prop Damage,AL,"2826385-3"
CA,2826634,1,"1st Party",Prop Damage,APD,"2826634-1"
CA,2826634,2,"3rd Party",Prop Damage,AL,"2826634-2"
CA,2827090,1,"1st Party",Prop Damage,APD,"2827090-1"
CA,2827090,2,"3rd Party",Prop Damage,AL,"2827090-2"
CA,2827256,1,"1st Party",Coll,APD,"2827256-1"
CA,2827256,2,"3rd Party",Prop Damage,AL,"2827256-2"
CA,2827390,1,"1st Party",Prop Damage,APD,"2827390-1"
CA,2827390,2,"3rd Party",Prop Damage,AL,"2827390-2"
CA,2827453,1,"3rd Party",Prop Damage,AL,"2827453-1"
CA,2827453,2,"1st Party",Prop Damage,APD,"2827453-2"
CA,2827657,1,"3rd Party",Coll,AL,"2827657-1"
CA,2827657,2,"3rd Party",Prop Damage,AL,"2827657-2"
CA,2827661,1,"3rd Party",Prop Damage,AL,"2827661-1"
CA,2827661,2,"3rd Party",Prop Damage,AL,"2827661-2"
CA,2827676,1,"1st Party",Coll,APD,"2827676-1"
CA,2827676,2,"3rd Party",Prop Damage,AL,"2827676-2"
CA,2827676,3,"3rd Party",Prop Damage,AL,"2827676-3"
CA,2827676,4,"3rd Party",Prop Damage,AL,"2827676-4"
CA,2827806,1,"1st Party",Coll,APD,"2827806-1"
CA,2827806,2,"3rd Party",Prop Damage,AL,"2827806-2"
CA,2827831,1,"1st Party",Coll,APD,"2827831-1"
CA,2827831,2,"3rd Party",Coll,AL,"2827831-2"
CA,2827831,3,"3rd Party",Prop Damage,AL,"2827831-3"
CA,2828573,1,"1st Party",Coll,APD,"2828573-1"
CA,2828573,2,"3rd Party",Prop Damage,AL,"2828573-2"
CA,2828779,1,"3rd Party",Prop Damage,AL,"2828779-1"
CA,2828779,2,"3rd Party",Prop Damage,AL,"2828779-2"
CA,2828843,1,"3rd Party",Prop Damage,AL,"2828843-1"
CA,2828871,1,"1st Party",Coll,APD,"2828871-1"
CA,2828871,2,"3rd Party",Prop Damage,AL,"2828871-2"
CA,2828929,1,"1st Party",Prop Damage,APD,"2828929-1"
CA,2828929,2,"3rd Party",Prop Damage,AL,"2828929-2"
CA,2828947,1,"1st Party",Comp ,APD,"2828947-1"
CA,2829503,1,"1st Party",Comp ,APD,"2829503-1"
CA,2829503,2,"3rd Party",Comp ,AL,"2829503-2"
CA,2829503,3,"1st Party",PIP,APD,"2829503-3"
CA,2829503,4,"1st Party",Comp ,APD,"2829503-4"
CA,2829536,1,"1st Party",Coll,APD,"2829536-1"
CA,2829881,1,"3rd Party",Prop Damage,AL,"2829881-1"
CA,2830166,1,"1st Party",Comp ,APD,"2830166-1"
CA,2830214,1,"1st Party",Comp ,APD,"2830214-1"
CA,2830214,2,"1st Party",Comp ,APD,"2830214-2"
CA,2830214,3,"1st Party",Comp ,APD,"2830214-3"
CA,2830214,4,"1st Party",Comp ,APD,"2830214-4"
CA,2830214,5,"1st Party",Comp ,APD,"2830214-5"
CA,2830214,6,"1st Party",Comp ,APD,"2830214-6"
CA,2830377,1,"1st Party",Coll,APD,"2830377-1"
CA,2830377,2,"3rd Party",Prop Damage,AL,"2830377-2"
CA,2830377,3,"3rd Party",Prop Damage,AL,"2830377-3"
CA,2830504,1,"1st Party",Comp ,APD,"2830504-1"
CA,2830504,2,"3rd Party",Prop Damage,AL,"2830504-2"
CA,2830504,3,"3rd Party",Prop Damage,AL,"2830504-3"
CA,2830504,4,"3rd Party",Comp ,AL,"2830504-4"
CA,2830530,1,"1st Party",Coll,APD,"2830530-1"
CA,2830530,2,"1st Party",Coll,APD,"2830530-2"
CA,2830818,1,"1st Party",Comp ,APD,"2830818-1"
CA,2830848,1,"1st Party",Comp ,APD,"2830848-1"
CA,2831118,1,"1st Party",Prop Damage,APD,"2831118-1"
CA,2831118,2,"3rd Party",Prop Damage,AL,"2831118-2"
CA,2831125,1,"1st Party",Comp ,APD,"2831125-1"
CA,2831262,1,"1st Party",Prop Damage,APD,"2831262-1"
CA,2831262,2,"3rd Party",Prop Damage,AL,"2831262-2"
CA,2831462,1,"1st Party",Coll,APD,"2831462-1"
CA,2831462,2,"3rd Party",Prop Damage,AL,"2831462-2"
CA,2831612,1,"1st Party",Coll,APD,"2831612-1"
CA,2831943,1,"1st Party",Coll,APD,"2831943-1"
CA,2831978,1,"1st Party",Prop Damage,APD,"2831978-1"
CA,2831978,2,"3rd Party",Prop Damage,AL,"2831978-2"
CA,2831993,1,"1st Party",Prop Damage,APD,"2831993-1"
CA,2831993,2,"3rd Party",Prop Damage,AL,"2831993-2"
CA,2832460,1,"1st Party",Prop Damage,APD,"2832460-1"
CA,2832460,2,"3rd Party",Prop Damage,AL,"2832460-2"
CA,2832514,1,"1st Party",Coll,APD,"2832514-1"
CA,2832514,2,"3rd Party",Prop Damage,AL,"2832514-2"
CA,2832514,3,"3rd Party",Med Pay,AL,"2832514-3"
CA,2832514,4,"3rd Party",Med Pay,AL,"2832514-4"
CA,2832514,5,"3rd Party",Med Pay,AL,"2832514-5"
CA,2832710,1,"3rd Party",Prop Damage,AL,"2832710-1"
CA,2832710,2,"1st Party",Coll,APD,"2832710-2"
CA,2832710,3,"3rd Party",Prop Damage,AL,"2832710-3"
CA,2832710,4,"3rd Party",Prop Damage,AL,"2832710-4"
CA,2832710,5,"3rd Party",Prop Damage,AL,"2832710-5"
CA,2832710,6,"3rd Party",Prop Damage,AL,"2832710-6"
CA,2832710,7,"3rd Party",Coll,AL,"2832710-7"
CA,2832816,1,"1st Party",Coll,APD,"2832816-1"
CA,2832816,2,"3rd Party",Prop Damage,AL,"2832816-2"
CA,2832906,1,"3rd Party",Prop Damage,AL,"2832906-1"
CA,2833084,1,"1st Party",Coll,APD,"2833084-1"
CA,2833084,2,"3rd Party",Prop Damage,AL,"2833084-2"
CA,2833287,1,"1st Party",Comp ,APD,"2833287-1"
CA,2833295,1,"3rd Party",Coll,AL,"2833295-1"
CA,2833295,2,"3rd Party",Prop Damage,AL,"2833295-2"
CA,2833316,1,"1st Party",Coll,APD,"2833316-1"
CA,2833316,2,"3rd Party",Prop Damage,AL,"2833316-2"
CA,2833325,1,"1st Party",Prop Damage,APD,"2833325-1"
CA,2833325,2,"3rd Party",Prop Damage,AL,"2833325-2"
CA,2833586,1,"1st Party",Coll,APD,"2833586-1"
CA,2833586,2,"3rd Party",Prop Damage,AL,"2833586-2"
CA,2833586,3,"3rd Party",Prop Damage,AL,"2833586-3"
CA,2833664,1,"1st Party",Prop Damage,APD,"2833664-1"
CA,2833664,2,"3rd Party",Prop Damage,AL,"2833664-2"
CA,2833873,1,"1st Party",Coll,APD,"2833873-1"
CA,2833876,1,"3rd Party",Prop Damage,AL,"2833876-1"
CA,2833905,1,"1st Party",Prop Damage,APD,"2833905-1"
CA,2833905,2,"3rd Party",Prop Damage,AL,"2833905-2"
CA,2833994,1,"3rd Party",Prop Damage,AL,"2833994-1"
CA,2833994,2,"3rd Party",Prop Damage,AL,"2833994-2"
CA,2833996,1,"1st Party",Comp ,APD,"2833996-1"
CA,2834043,1,"1st Party",Prop Damage,APD,"2834043-1"
CA,2834043,2,"3rd Party",Prop Damage,AL,"2834043-2"
CA,2834043,3,"3rd Party",Prop Damage,AL,"2834043-3"
CA,2834043,4,"3rd Party",Prop Damage,AL,"2834043-4"
CA,2834101,1,"1st Party",Coll,APD,"2834101-1"
CA,2834101,2,"3rd Party",Prop Damage,AL,"2834101-2"
CA,2834278,1,"1st Party",Prop Damage,APD,"2834278-1"
CA,2834278,2,"3rd Party",Prop Damage,AL,"2834278-2"
CA,2834278,3,"3rd Party",Prop Damage,AL,"2834278-3"
CA,2834278,4,"3rd Party",Prop Damage,AL,"2834278-4"
CA,2834576,1,"1st Party",Coll,APD,"2834576-1"
CA,2834576,2,"1st party",Coll,APD,"2834576-2"
CA,2834657,1,"1st Party",Prop Damage,APD,"2834657-1"
CA,2834657,2,"3rd Party",Prop Damage,AL,"2834657-2"
CA,2834657,3,"3rd Party",Supplementary Uninsured/Under-Insured Motorists,AL,"2834657-3"
CA,2834657,4,"3rd Party",Prop Damage,AL,"2834657-4"
CA,2834834,1,"1st Party",Prop Damage,APD,"2834834-1"
CA,2834834,2,"3rd Party",Coll,AL,"2834834-2"
CA,2834927,1,"1st Party",Prop Damage,APD,"2834927-1"
CA,2834927,2,"3rd Party",Prop Damage,AL,"2834927-2"
CA,2834927,3,"3rd Party",Prop Damage,AL,"2834927-3"
CA,2835079,1,"3rd Party",Prop Damage,AL,"2835079-1"
CA,2835204,1,"1st Party",Comp ,APD,"2835204-1"
CA,2835222,1,"1st Party",Coll,APD,"2835222-1"
CA,2835222,2,"3rd Party",Prop Damage,AL,"2835222-2"
CA,2835222,3,"3rd Party",Prop Damage,AL,"2835222-3"
CA,2835365,1,"1st Party",Coll,APD,"2835365-1"
CA,2835365,2,"3rd Party",Prop Damage,AL,"2835365-2"
CA,2835365,3,"3rd Party",Prop Damage,AL,"2835365-3"
CA,2835390,1,"1st Party",Coll,APD,"2835390-1"
CA,2835390,2,"3rd Party",Prop Damage,AL,"2835390-2"
CA,2835390,3,"3rd Party",Prop Damage,AL,"2835390-3"
CA,2835402,1,"3rd Party",Prop Damage,AL,"2835402-1"
CA,2835464,1,"1st Party",Coll,APD,"2835464-1"
CA,2835464,2,"3rd Party",Prop Damage,AL,"2835464-2"
CA,2835552,1,"1st Party",PIP,APD,"2835552-1"
CA,2835552,2,"3rd Party",Prop Damage,AL,"2835552-2"
CA,2835552,3,"1st Party",Supplementary Uninsured/Under-Insured Motorists,APD,"2835552-3"
CA,2835764,1,"1st Party",Prop Damage,APD,"2835764-1"
CA,2835764,2,"3rd Party",Prop Damage,AL,"2835764-2"
CA,2835802,1,"1st Party",Prop Damage,APD,"2835802-1"
CA,2835802,2,"3rd Party",Prop Damage,AL,"2835802-2"
CA,2836297,1,"1st Party",Comp ,APD,"2836297-1"
CA,2836454,1,"1st Party",Prop Damage,APD,"2836454-1"
CA,2836454,2,"3rd Party",Prop Damage,AL,"2836454-2"
CA,2836535,1,"1st Party",Coll,APD,"2836535-1"
CA,2836535,2,"3rd Party",Prop Damage,AL,"2836535-2"
CA,2836561,1,"1st Party",Coll,APD,"2836561-1"
CA,2836561,2,"3rd Party",Prop Damage,AL,"2836561-2"
CA,2836862,1,"1st Party",Comp ,APD,"2836862-1"
CA,2837036,1,"1st Party",Coll,APD,"2837036-1"
CA,2837036,2,"3rd Party",Prop Damage,AL,"2837036-2"
CA,2837145,1,"1st Party",Comp ,APD,"2837145-1"
CA,2837146,1,"1st Party",Prop Damage,APD,"2837146-1"
CA,2837146,2,"3rd Party",Prop Damage,AL,"2837146-2"
CA,2837235,1,"1st Party",Coll,APD,"2837235-1"
CA,2837235,2,"3rd Party",Prop Damage,AL,"2837235-2"
CA,2837454,1,"1st Party",Coll,APD,"2837454-1"
CA,2837454,2,"3rd Party",Prop Damage,AL,"2837454-2"
CA,2837549,1,"1st Party",Coll,APD,"2837549-1"
CA,2837549,2,"3rd Party",Prop Damage,AL,"2837549-2"
CA,2837549,3,"1st Party",PIP,APD,"2837549-3"
CA,2837549,4,"1st Party",Uninsured motorist,APD,"2837549-4"
CA,2837549,5,"1st Party",Med Pay,APD,"2837549-5"
CA,2837818,1,"1st Party",Prop Damage,APD,"2837818-1"
CA,2837818,2,"3rd Party",Prop Damage,AL,"2837818-2"
CA,2837978,1,"1st Party",Coll,APD,"2837978-1"
CA,2837978,2,"3rd Party",Prop Damage,AL,"2837978-2"
CA,2837978,3,"3rd Party",Med Pay,AL,"2837978-3"
CA,2837978,4,"3rd Party",Uninsured/underinsured motorist,AL,"2837978-4"
CA,2838079,1,"1st Party",Coll,APD,"2838079-1"
CA,2838079,2,"3rd Party",Prop Damage,AL,"2838079-2"
CA,2838357,1,"1st Party",Coll,APD,"2838357-1"
CA,2838357,2,"1st party",Coll,APD,"2838357-2"
CA,2838357,3,"3rd Party",Prop Damage,AL,"2838357-3"
CA,2838357,4,"3rd Party",Prop Damage,AL,"2838357-4"
CA,2838818,1,"1st Party",Coll,APD,"2838818-1"
CA,2838818,2,"3rd Party",Coll,AL,"2838818-2"
CA,2838886,1,"1st Party",Coll,APD,"2838886-1"
CA,2838886,2,"3rd Party",Prop Damage,AL,"2838886-2"
CA,2838886,3,"3rd Party",Prop Damage,AL,"2838886-3"
CA,2838886,4,"3rd Party",Prop Damage,AL,"2838886-4"
CA,2839288,1,"1st Party",Comp ,APD,"2839288-1"
CA,2839288,2,"1st Party",Comp ,APD,"2839288-2"
CA,2839463,1,"1st Party",Coll,APD,"2839463-1"
CA,2840033,1,"1st Party",Coll,APD,"2840033-1"
CA,2840033,2,"3rd Party",Prop Damage,AL,"2840033-2"
CA,2840698,1,"3rd Party",Prop Damage,AL,"2840698-1"
CA,2841663,1,"1st Party",Coll,APD,"2841663-1"
CA,2841663,2,"3rd Party",Prop Damage,AL,"2841663-2"
CA,2841663,3,"1st Party",Coll,APD,"2841663-3"
CA,2841663,4,"3rd Party",Prop Damage,AL,"2841663-4"
CA,2841663,5,"3rd Party",Prop Damage,AL,"2841663-5"
CA,2841735,1,"3rd Party",Prop Damage,AL,"2841735-1"
CA,2841735,2,"3rd Party",Prop Damage,AL,"2841735-2"
CA,2841735,3,"3rd Party",Prop Damage,AL,"2841735-3"
CA,2841735,4,"3rd Party",Prop Damage,AL,"2841735-4"
CA,2841750,1,"1st Party",Coll,APD,"2841750-1"
CA,2841750,2,"3rd Party",Prop Damage,AL,"2841750-2"
CA,2842407,1,"1st Party",Coll,APD,"2842407-1"
CA,2842407,2,"3rd Party",Prop Damage,AL,"2842407-2"
CA,2842407,3,"3rd Party",Uninsured motorist,AL,"2842407-3"
CA,2842407,4,"3rd Party",Prop Damage,AL,"2842407-4"
CA,2842461,1,"1st Party",Coll,APD,"2842461-1"
CA,2842461,2,"3rd Party",Prop Damage,AL,"2842461-2"
CA,2842480,1,"3rd Party",Prop Damage,AL,"2842480-1"
CA,2842480,2,"3rd Party",Prop Damage,AL,"2842480-2"
CA,2842684,1,"3rd Party",Prop Damage,AL,"2842684-1"
CA,2842787,1,"1st Party",Prop Damage,APD,"2842787-1"
CA,2842787,2,"3rd Party",Prop Damage,AL,"2842787-2"
CA,2842822,1,"1st Party",Coll,APD,"2842822-1"
CA,2842822,2,"3rd Party",Prop Damage,AL,"2842822-2"
CA,2842822,3,"3rd Party",Prop Damage,AL,"2842822-3"
CA,2843005,1,"1st Party",Coll,APD,"2843005-1"
CA,2843011,1,"3rd Party",Prop Damage,AL,"2843011-1"
CA,2843563,1,"3rd Party",Prop Damage,AL,"2843563-1"
CA,2843563,2,"1st Party",Coll,APD,"2843563-2"
CA,2843563,3,"3rd Party",Prop Damage,AL,"2843563-3"
CA,2843660,1,"3rd Party",Prop Damage,AL,"2843660-1"
CA,2844216,1,"1st Party",Coll,APD,"2844216-1"
CA,2844216,2,"3rd Party",Prop Damage,AL,"2844216-2"
